indicator,parentlocation,location,period,dim1,factvaluenumeric
Number of new HIV infections,Americas,Barbados,2023,,100
Number of new HIV infections,Africa,Comoros,2023,,100
Number of new HIV infections,Europe,Croatia,2023,,100
Number of new HIV infections,Europe,Denmark,2023,,100
Number of new HIV infections,Europe,Iceland,2023,,100
Number of new HIV infections,Eastern Mediterranean,Jordan,2023,,100
Number of new HIV infections,Europe,Luxembourg,2023,,100
Number of new HIV infections,Europe,Malta,2023,,100
Number of new HIV infections,Western Pacific,Mongolia,2023,,100
Number of new HIV infections,Europe,Montenegro,2023,,100
Number of new HIV infections,Western Pacific,New Zealand,2023,,100
Number of new HIV infections,Europe,North Macedonia,2023,,100
Number of new HIV infections,Eastern Mediterranean,Syrian Arab Republic,2023,,100
Number of new HIV infections,Europe,Albania,2023,,100
Number of new HIV infections,Americas,Bahamas,2023,,100
Number of new HIV infections,South-East Asia,Bhutan,2023,,100
Number of new HIV infections,Europe,Bosnia and Herzegovina,2023,,100
Number of new HIV infections,Europe,Estonia,2023,,100
Number of new HIV infections,Eastern Mediterranean,Oman,2023,,200
Number of new HIV infections,Eastern Mediterranean,Qatar,2023,,200
Number of new HIV infections,South-East Asia,Timor-Leste,2023,,200
Number of new HIV infections,Europe,Czechia,2023,,200
Number of new HIV infections,Europe,Lithuania,2023,,200
Number of new HIV infections,Europe,Switzerland,2023,,200
Number of new HIV infections,Americas,Belize,2023,,200
Number of new HIV infections,Europe,Slovakia,2023,,200
Number of new HIV infections,South-East Asia,Sri Lanka,2023,,200
Number of new HIV infections,Europe,Ireland,2023,,200
Number of new HIV infections,Eastern Mediterranean,Kuwait,2023,,200
Number of new HIV infections,Europe,Serbia,2023,,200
Number of new HIV infections,Western Pacific,Singapore,2023,,200
Number of new HIV infections,Europe,Bulgaria,2023,,500
Number of new HIV infections,Africa,Cabo Verde,2023,,500
Number of new HIV infections,Africa,Eritrea,2023,,500
Number of new HIV infections,Europe,Israel,2023,,500
Number of new HIV infections,Africa,Mauritania,2023,,500
Number of new HIV infections,Western Pacific,Fiji,2023,,500
Number of new HIV infections,Europe,Latvia,2023,,500
Number of new HIV infections,Eastern Mediterranean,Lebanon,2023,,500
Number of new HIV infections,South-East Asia,Nepal,2023,,500
Number of new HIV infections,Eastern Mediterranean,Djibouti,2023,,500
Number of new HIV infections,Europe,Greece,2023,,500
Number of new HIV infections,Europe,Portugal,2023,,500
Number of new HIV infections,Europe,Romania,2023,,500
Number of new HIV infections,Europe,Azerbaijan,2023,,500
Number of new HIV infections,Europe,Tajikistan,2023,,500
Number of new HIV infections,Africa,Congo,2023,,10000
Number of new HIV infections,South-East Asia,Myanmar,2023,,10000
Number of new HIV infections,Africa,Cote d'Ivoire,2023,,11000
Number of new HIV infections,South-East Asia,Bangladesh,2023,,1100
Number of new HIV infections,Africa,Guinea-Bissau,2023,,1100
Number of new HIV infections,Africa,Mauritius,2023,,1100
Number of new HIV infections,Africa,Malawi,2023,,12000
Number of new HIV infections,Western Pacific,Cambodia,2023,,1200
Number of new HIV infections,Americas,Jamaica,2023,,1200
Number of new HIV infections,Americas,Colombia,2023,,13000
Number of new HIV infections,Western Pacific,Lao People's Democratic Republic,2023,,1300
Number of new HIV infections,Africa,Niger,2023,,1400
Number of new HIV infections,Africa,Benin,2023,,1400
Number of new HIV infections,Americas,Paraguay,2023,,1400
Number of new HIV infections,Africa,Zimbabwe,2023,,15000
Number of new HIV infections,Africa,South Africa,2023,,150000
Number of new HIV infections,Americas,Panama,2023,,1500
Number of new HIV infections,Eastern Mediterranean,Saudi Arabia,2023,,1500
Number of new HIV infections,Americas,Guatemala,2023,,1500
Number of new HIV infections,Africa,Gambia,2023,,1500
Number of new HIV infections,Africa,Angola,2023,,16000
Number of new HIV infections,Africa,Burundi,2023,,1600
Number of new HIV infections,Eastern Mediterranean,Yemen,2023,,1600
Number of new HIV infections,Africa,Kenya,2023,,17000
Number of new HIV infections,Eastern Mediterranean,Afghanistan,2023,,1700
Number of new HIV infections,Europe,Italy,2023,,1700
Number of new HIV infections,Africa,Ghana,2023,,18000
Number of new HIV infections,Americas,Mexico,2023,,19000
Number of new HIV infections,Africa,Gabon,2023,,1900
Number of new HIV infections,Africa,Burkina Faso,2023,,1900
Number of new HIV infections,Americas,Cuba,2023,,2000
Number of new HIV infections,Americas,Bolivia (Plurinational State of),2023,,2000
Number of new HIV infections,Africa,Democratic Republic of the Congo,2023,,21000
Number of new HIV infections,Africa,Algeria,2023,,2100
Number of new HIV infections,Americas,Ecuador,2023,,2200
Number of new HIV infections,Africa,Zambia,2023,,23000
Number of new HIV infections,Africa,Togo,2023,,2300
Number of new HIV infections,Europe,Kazakhstan,2023,,2300
Number of new HIV infections,Europe,Spain,2023,,2400
Number of new HIV infections,Eastern Mediterranean,Iran (Islamic Republic of),2023,,2600
Number of new HIV infections,South-East Asia,Indonesia,2023,,28000
Number of new HIV infections,Africa,Senegal,2023,,2800
Number of new HIV infections,Western Pacific,Philippines,2023,,29000
Number of new HIV infections,Western Pacific,Malaysia,2023,,2900
Number of new HIV infections,Africa,Rwanda,2023,,3200
Number of new HIV infections,Africa,Sierra Leone,2023,,3300
Number of new HIV infections,Americas,Chile,2023,,3400
Number of new HIV infections,Europe,Uzbekistan,2023,,3700
Number of new HIV infections,Africa,Uganda,2023,,38000
Number of new HIV infections,Americas,Dominican Republic,2023,,4000
Number of new HIV infections,Africa,Botswana,2023,,4100
Number of new HIV infections,Africa,Eswatini,2023,,4200
Number of new HIV infections,Americas,Argentina,2023,,4200
Number of new HIV infections,Africa,Chad,2023,,4500
Number of new HIV infections,Africa,Guinea,2023,,4600
Number of new HIV infections,Africa,Lesotho,2023,,4800
Number of new HIV infections,Europe,Georgia,2023,,500
Number of new HIV infections,Americas,Brazil,2023,,51000
Number of new HIV infections,Americas,Suriname,2023,,510
Number of new HIV infections,Americas,Honduras,2023,,510
Number of new HIV infections,Africa,United Republic of Tanzania,2023,,53000
Number of new HIV infections,Europe,Armenia,2023,,540
Number of new HIV infections,Eastern Mediterranean,Sudan,2023,,5500
Number of new HIV infections,Africa,Mali,2023,,5500
Number of new HIV infections,Europe,France,2023,,5500
Number of new HIV infections,Americas,Haiti,2023,,5600
Number of new HIV infections,Americas,Guyana,2023,,580
Number of new HIV infections,Africa,Namibia,2023,,6000
Number of new HIV infections,Western Pacific,Viet Nam,2023,,6100
Number of new HIV infections,Americas,Peru,2023,,6300
Number of new HIV infections,Americas,Nicaragua,2023,,670
Number of new HIV infections,Western Pacific,Papua New Guinea,2023,,6700
Number of new HIV infections,South-East Asia,India,2023,,68000
Number of new HIV infections,Africa,Ethiopia,2023,,7400
Number of new HIV infections,Africa,Nigeria,2023,,75000
Number of new HIV infections,Europe,Kyrgyzstan,2023,,760
Number of new HIV infections,Americas,Venezuela (Bolivarian Republic of),2023,,7600
Number of new HIV infections,Americas,Uruguay,2023,,800
Number of new HIV infections,Africa,Mozambique,2023,,81000
Number of new HIV infections,Africa,Liberia,2023,,810
Number of new HIV infections,Africa,South Sudan,2023,,8100
Number of new HIV infections,Eastern Mediterranean,Egypt,2023,,8100
Number of new HIV infections,Americas,El Salvador,2023,,830
Number of new HIV infections,Eastern Mediterranean,Tunisia,2023,,880
Number of new HIV infections,Europe,Republic of Moldova,2023,,880
Number of new HIV infections,Europe,Belarus,2023,,890
Number of new HIV infections,Americas,Costa Rica,2023,,900
Number of new HIV infections,South-East Asia,Thailand,2023,,9100
Number of new HIV infections,Eastern Mediterranean,Morocco,2023,,970
Number of new HIV infections,Europe,Andorra,2023,,
Number of new HIV infections,Americas,Antigua and Barbuda,2023,,
Number of new HIV infections,Western Pacific,Australia,2023,,
Number of new HIV infections,Europe,Austria,2023,,
Number of new HIV infections,Eastern Mediterranean,Bahrain,2023,,
Number of new HIV infections,Europe,Belgium,2023,,
Number of new HIV infections,Western Pacific,Brunei Darussalam,2023,,
Number of new HIV infections,Africa,Cameroon,2023,,
Number of new HIV infections,Americas,Canada,2023,,
Number of new HIV infections,Africa,Central African Republic,2023,,
Number of new HIV infections,Western Pacific,China,2023,,
Number of new HIV infections,Western Pacific,Cook Islands,2023,,
Number of new HIV infections,Europe,Cyprus,2023,,
Number of new HIV infections,South-East Asia,Democratic People's Republic of Korea,2023,,
Number of new HIV infections,Americas,Dominica,2023,,
Number of new HIV infections,Africa,Equatorial Guinea,2023,,
Number of new HIV infections,Europe,Finland,2023,,
Number of new HIV infections,Europe,Germany,2023,,
Number of new HIV infections,Americas,Grenada,2023,,
Number of new HIV infections,Europe,Hungary,2023,,
Number of new HIV infections,Eastern Mediterranean,Iraq,2023,,
Number of new HIV infections,Western Pacific,Japan,2023,,
Number of new HIV infections,Western Pacific,Kiribati,2023,,
Number of new HIV infections,Eastern Mediterranean,Libya,2023,,
Number of new HIV infections,Africa,Madagascar,2023,,
Number of new HIV infections,South-East Asia,Maldives,2023,,
Number of new HIV infections,Western Pacific,Marshall Islands,2023,,
Number of new HIV infections,Western Pacific,Micronesia (Federated States of),2023,,
Number of new HIV infections,Europe,Monaco,2023,,
Number of new HIV infections,Western Pacific,Nauru,2023,,
Number of new HIV infections,Europe,Netherlands (Kingdom of the),2023,,
Number of new HIV infections,Western Pacific,Niue,2023,,
Number of new HIV infections,Europe,Norway,2023,,
Number of new HIV infections,Eastern Mediterranean,Pakistan,2023,,
Number of new HIV infections,Western Pacific,Palau,2023,,
Number of new HIV infections,Europe,Poland,2023,,
Number of new HIV infections,Western Pacific,Republic of Korea,2023,,
Number of new HIV infections,Europe,Russian Federation,2023,,
Number of new HIV infections,Americas,Saint Kitts and Nevis,2023,,
Number of new HIV infections,Americas,Saint Lucia,2023,,
Number of new HIV infections,Americas,Saint Vincent and the Grenadines,2023,,
Number of new HIV infections,Western Pacific,Samoa,2023,,
Number of new HIV infections,Europe,San Marino,2023,,
Number of new HIV infections,Africa,Sao Tome and Principe,2023,,
Number of new HIV infections,Africa,Seychelles,2023,,
Number of new HIV infections,Europe,Slovenia,2023,,
Number of new HIV infections,Western Pacific,Solomon Islands,2023,,
Number of new HIV infections,Eastern Mediterranean,Somalia,2023,,
Number of new HIV infections,Europe,Sweden,2023,,
Number of new HIV infections,Europe,Türkiye,2023,,
Number of new HIV infections,Western Pacific,Tonga,2023,,
Number of new HIV infections,Americas,Trinidad and Tobago,2023,,
Number of new HIV infections,Europe,Turkmenistan,2023,,
Number of new HIV infections,Western Pacific,Tuvalu,2023,,
Number of new HIV infections,Europe,Ukraine,2023,,
Number of new HIV infections,Eastern Mediterranean,United Arab Emirates,2023,,
Number of new HIV infections,Europe,United Kingdom of Great Britain and Northern Ireland,2023,,
Number of new HIV infections,Americas,United States of America,2023,,
Number of new HIV infections,Western Pacific,Vanuatu,2023,,
Number of new HIV infections,Americas,Barbados,2022,,100
Number of new HIV infections,Europe,Bosnia and Herzegovina,2022,,100
Number of new HIV infections,Africa,Comoros,2022,,100
Number of new HIV infections,Europe,Croatia,2022,,100
Number of new HIV infections,Europe,Denmark,2022,,100
Number of new HIV infections,Europe,Iceland,2022,,100
Number of new HIV infections,Eastern Mediterranean,Jordan,2022,,100
Number of new HIV infections,Europe,Luxembourg,2022,,100
Number of new HIV infections,Europe,Malta,2022,,100
Number of new HIV infections,Western Pacific,Mongolia,2022,,100
Number of new HIV infections,Europe,Montenegro,2022,,100
Number of new HIV infections,Western Pacific,New Zealand,2022,,100
Number of new HIV infections,Europe,North Macedonia,2022,,100
Number of new HIV infections,Eastern Mediterranean,Syrian Arab Republic,2022,,100
Number of new HIV infections,Europe,Albania,2022,,100
Number of new HIV infections,Americas,Bahamas,2022,,100
Number of new HIV infections,South-East Asia,Bhutan,2022,,100
Number of new HIV infections,Europe,Estonia,2022,,200
Number of new HIV infections,Eastern Mediterranean,Oman,2022,,200
Number of new HIV infections,Eastern Mediterranean,Qatar,2022,,200
Number of new HIV infections,Europe,Slovakia,2022,,200
Number of new HIV infections,South-East Asia,Timor-Leste,2022,,200
Number of new HIV infections,Europe,Czechia,2022,,200
Number of new HIV infections,Europe,Lithuania,2022,,200
Number of new HIV infections,Europe,Netherlands (Kingdom of the),2022,,200
Number of new HIV infections,Americas,Belize,2022,,200
Number of new HIV infections,South-East Asia,Sri Lanka,2022,,200
Number of new HIV infections,Europe,Ireland,2022,,200
Number of new HIV infections,Eastern Mediterranean,Kuwait,2022,,200
Number of new HIV infections,Europe,Serbia,2022,,200
Number of new HIV infections,Europe,Switzerland,2022,,200
Number of new HIV infections,Western Pacific,Australia,2022,,500
Number of new HIV infections,Africa,Eritrea,2022,,500
Number of new HIV infections,Europe,Bulgaria,2022,,500
Number of new HIV infections,Africa,Cabo Verde,2022,,500
Number of new HIV infections,Europe,Israel,2022,,500
Number of new HIV infections,Western Pacific,Singapore,2022,,500
Number of new HIV infections,Western Pacific,Fiji,2022,,500
Number of new HIV infections,Europe,Latvia,2022,,500
Number of new HIV infections,Eastern Mediterranean,Lebanon,2022,,500
Number of new HIV infections,Africa,Mauritania,2022,,500
Number of new HIV infections,Eastern Mediterranean,Djibouti,2022,,500
Number of new HIV infections,Europe,Romania,2022,,500
Number of new HIV infections,Americas,Suriname,2022,,500
Number of new HIV infections,Europe,Azerbaijan,2022,,500
Number of new HIV infections,Europe,Tajikistan,2022,,500
Number of new HIV infections,Africa,Liberia,2022,,1000
Number of new HIV infections,Africa,Mauritius,2022,,1000
Number of new HIV infections,Africa,Cote d'Ivoire,2022,,11000
Number of new HIV infections,South-East Asia,Myanmar,2022,,11000
Number of new HIV infections,South-East Asia,Bangladesh,2022,,1100
Number of new HIV infections,Eastern Mediterranean,Saudi Arabia,2022,,1200
Number of new HIV infections,Africa,Guinea-Bissau,2022,,1200
Number of new HIV infections,Americas,Jamaica,2022,,1200
Number of new HIV infections,Americas,Colombia,2022,,13000
Number of new HIV infections,Africa,Malawi,2022,,13000
Number of new HIV infections,Western Pacific,Cambodia,2022,,1300
Number of new HIV infections,Western Pacific,Lao People's Democratic Republic,2022,,1300
Number of new HIV infections,Africa,Niger,2022,,1400
Number of new HIV infections,Africa,Benin,2022,,1400
Number of new HIV infections,Americas,Paraguay,2022,,1400
Number of new HIV infections,Africa,South Africa,2022,,150000
Number of new HIV infections,Americas,Panama,2022,,1500
Number of new HIV infections,Americas,Guatemala,2022,,1500
Number of new HIV infections,Eastern Mediterranean,Yemen,2022,,1500
Number of new HIV infections,Eastern Mediterranean,Afghanistan,2022,,1600
Number of new HIV infections,Africa,Gambia,2022,,1600
Number of new HIV infections,Africa,Zimbabwe,2022,,17000
Number of new HIV infections,Africa,Angola,2022,,17000
Number of new HIV infections,Africa,Ghana,2022,,18000
Number of new HIV infections,Africa,Burkina Faso,2022,,1800
Number of new HIV infections,Europe,Italy,2022,,1800
Number of new HIV infections,Africa,Burundi,2022,,1800
Number of new HIV infections,Americas,Mexico,2022,,19000
Number of new HIV infections,Africa,Gabon,2022,,2000
Number of new HIV infections,Americas,Cuba,2022,,2000
Number of new HIV infections,Africa,Algeria,2022,,2000
Number of new HIV infections,Americas,Bolivia (Plurinational State of),2022,,2000
Number of new HIV infections,Africa,Democratic Republic of the Congo,2022,,21000
Number of new HIV infections,Africa,Kenya,2022,,21000
Number of new HIV infections,Americas,Ecuador,2022,,2200
Number of new HIV infections,Europe,Kazakhstan,2022,,2300
Number of new HIV infections,Western Pacific,Philippines,2022,,25000
Number of new HIV infections,Eastern Mediterranean,Iran (Islamic Republic of),2022,,2500
Number of new HIV infections,Africa,Togo,2022,,2600
Number of new HIV infections,Europe,Spain,2022,,2700
Number of new HIV infections,Africa,Senegal,2022,,2700
Number of new HIV infections,South-East Asia,Indonesia,2022,,29000
Number of new HIV infections,Africa,Zambia,2022,,30000
Number of new HIV infections,Western Pacific,Malaysia,2022,,3000
Number of new HIV infections,Africa,Rwanda,2022,,3200
Number of new HIV infections,Americas,Chile,2022,,3700
Number of new HIV infections,Europe,Uzbekistan,2022,,3700
Number of new HIV infections,Africa,Sierra Leone,2022,,4000
Number of new HIV infections,Africa,Eswatini,2022,,4100
Number of new HIV infections,Africa,Uganda,2022,,42000
Number of new HIV infections,Americas,Dominican Republic,2022,,4400
Number of new HIV infections,Africa,Botswana,2022,,4400
Number of new HIV infections,Americas,Argentina,2022,,4500
Number of new HIV infections,Africa,Chad,2022,,5000
Number of new HIV infections,Americas,Brazil,2022,,51000
Number of new HIV infections,South-East Asia,Nepal,2022,,510
Number of new HIV infections,Africa,Lesotho,2022,,5100
Number of new HIV infections,Europe,Armenia,2022,,530
Number of new HIV infections,Africa,Guinea,2022,,5300
Number of new HIV infections,Europe,Georgia,2022,,540
Number of new HIV infections,Europe,Portugal,2022,,540
Number of new HIV infections,Eastern Mediterranean,Sudan,2022,,5400
Number of new HIV infections,Europe,Greece,2022,,550
Number of new HIV infections,Americas,Honduras,2022,,550
Number of new HIV infections,Europe,France,2022,,5500
Number of new HIV infections,Americas,Guyana,2022,,560
Number of new HIV infections,Americas,Haiti,2022,,5700
Number of new HIV infections,Africa,United Republic of Tanzania,2022,,60000
Number of new HIV infections,Africa,Namibia,2022,,6100
Number of new HIV infections,Africa,Mali,2022,,6200
Number of new HIV infections,Western Pacific,Papua New Guinea,2022,,6200
Number of new HIV infections,Eastern Mediterranean,Egypt,2022,,6200
Number of new HIV infections,Americas,Nicaragua,2022,,630
Number of new HIV infections,Americas,Peru,2022,,6400
Number of new HIV infections,Americas,Venezuela (Bolivarian Republic of),2022,,6400
Number of new HIV infections,Western Pacific,Viet Nam,2022,,6600
Number of new HIV infections,Europe,Kyrgyzstan,2022,,750
Number of new HIV infections,Eastern Mediterranean,Tunisia,2022,,810
Number of new HIV infections,Americas,Uruguay,2022,,810
Number of new HIV infections,Americas,El Salvador,2022,,810
Number of new HIV infections,Africa,Nigeria,2022,,83000
Number of new HIV infections,Africa,Ethiopia,2022,,8400
Number of new HIV infections,Africa,South Sudan,2022,,8600
Number of new HIV infections,Europe,Belarus,2022,,910
Number of new HIV infections,Europe,Republic of Moldova,2022,,910
Number of new HIV infections,Africa,Mozambique,2022,,93000
Number of new HIV infections,Americas,Costa Rica,2022,,930
Number of new HIV infections,South-East Asia,Thailand,2022,,9400
Number of new HIV infections,Africa,Congo,2022,,9800
Number of new HIV infections,Eastern Mediterranean,Morocco,2022,,990
Number of new HIV infections,Europe,Andorra,2022,,
Number of new HIV infections,Americas,Antigua and Barbuda,2022,,
Number of new HIV infections,Europe,Austria,2022,,
Number of new HIV infections,Eastern Mediterranean,Bahrain,2022,,
Number of new HIV infections,Europe,Belgium,2022,,
Number of new HIV infections,Western Pacific,Brunei Darussalam,2022,,
Number of new HIV infections,Africa,Cameroon,2022,,
Number of new HIV infections,Americas,Canada,2022,,
Number of new HIV infections,Africa,Central African Republic,2022,,
Number of new HIV infections,Western Pacific,China,2022,,
Number of new HIV infections,Western Pacific,Cook Islands,2022,,
Number of new HIV infections,Europe,Cyprus,2022,,
Number of new HIV infections,South-East Asia,Democratic People's Republic of Korea,2022,,
Number of new HIV infections,Americas,Dominica,2022,,
Number of new HIV infections,Africa,Equatorial Guinea,2022,,
Number of new HIV infections,Europe,Finland,2022,,
Number of new HIV infections,Europe,Germany,2022,,
Number of new HIV infections,Americas,Grenada,2022,,
Number of new HIV infections,Europe,Hungary,2022,,
Number of new HIV infections,South-East Asia,India,2022,,
Number of new HIV infections,Eastern Mediterranean,Iraq,2022,,
Number of new HIV infections,Western Pacific,Japan,2022,,
Number of new HIV infections,Western Pacific,Kiribati,2022,,
Number of new HIV infections,Eastern Mediterranean,Libya,2022,,
Number of new HIV infections,Africa,Madagascar,2022,,
Number of new HIV infections,South-East Asia,Maldives,2022,,
Number of new HIV infections,Western Pacific,Marshall Islands,2022,,
Number of new HIV infections,Western Pacific,Micronesia (Federated States of),2022,,
Number of new HIV infections,Europe,Monaco,2022,,
Number of new HIV infections,Western Pacific,Nauru,2022,,
Number of new HIV infections,Western Pacific,Niue,2022,,
Number of new HIV infections,Europe,Norway,2022,,
Number of new HIV infections,Eastern Mediterranean,Pakistan,2022,,
Number of new HIV infections,Western Pacific,Palau,2022,,
Number of new HIV infections,Europe,Poland,2022,,
Number of new HIV infections,Western Pacific,Republic of Korea,2022,,
Number of new HIV infections,Europe,Russian Federation,2022,,
Number of new HIV infections,Americas,Saint Kitts and Nevis,2022,,
Number of new HIV infections,Americas,Saint Lucia,2022,,
Number of new HIV infections,Americas,Saint Vincent and the Grenadines,2022,,
Number of new HIV infections,Western Pacific,Samoa,2022,,
Number of new HIV infections,Europe,San Marino,2022,,
Number of new HIV infections,Africa,Sao Tome and Principe,2022,,
Number of new HIV infections,Africa,Seychelles,2022,,
Number of new HIV infections,Europe,Slovenia,2022,,
Number of new HIV infections,Western Pacific,Solomon Islands,2022,,
Number of new HIV infections,Eastern Mediterranean,Somalia,2022,,
Number of new HIV infections,Europe,Sweden,2022,,
Number of new HIV infections,Europe,Türkiye,2022,,
Number of new HIV infections,Western Pacific,Tonga,2022,,
Number of new HIV infections,Americas,Trinidad and Tobago,2022,,
Number of new HIV infections,Europe,Turkmenistan,2022,,
Number of new HIV infections,Western Pacific,Tuvalu,2022,,
Number of new HIV infections,Europe,Ukraine,2022,,
Number of new HIV infections,Eastern Mediterranean,United Arab Emirates,2022,,
Number of new HIV infections,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
Number of new HIV infections,Americas,United States of America,2022,,
Number of new HIV infections,Western Pacific,Vanuatu,2022,,
Number of new HIV infections,Americas,Barbados,2021,,100
Number of new HIV infections,Europe,Bosnia and Herzegovina,2021,,100
Number of new HIV infections,Africa,Comoros,2021,,100
Number of new HIV infections,Europe,Croatia,2021,,100
Number of new HIV infections,Europe,Iceland,2021,,100
Number of new HIV infections,Eastern Mediterranean,Jordan,2021,,100
Number of new HIV infections,Europe,Luxembourg,2021,,100
Number of new HIV infections,Europe,Malta,2021,,100
Number of new HIV infections,Western Pacific,Mongolia,2021,,100
Number of new HIV infections,Europe,Montenegro,2021,,100
Number of new HIV infections,Europe,North Macedonia,2021,,100
Number of new HIV infections,Europe,Slovenia,2021,,100
Number of new HIV infections,Eastern Mediterranean,Syrian Arab Republic,2021,,100
Number of new HIV infections,Europe,Albania,2021,,100
Number of new HIV infections,Americas,Bahamas,2021,,100
Number of new HIV infections,South-East Asia,Bhutan,2021,,100
Number of new HIV infections,Europe,Denmark,2021,,100
Number of new HIV infections,Western Pacific,New Zealand,2021,,100
Number of new HIV infections,Eastern Mediterranean,Qatar,2021,,100
Number of new HIV infections,Europe,Estonia,2021,,200
Number of new HIV infections,Eastern Mediterranean,Kuwait,2021,,200
Number of new HIV infections,Eastern Mediterranean,Oman,2021,,200
Number of new HIV infections,Europe,Slovakia,2021,,200
Number of new HIV infections,Americas,Belize,2021,,200
Number of new HIV infections,South-East Asia,Timor-Leste,2021,,200
Number of new HIV infections,Europe,Bulgaria,2021,,200
Number of new HIV infections,Europe,Czechia,2021,,200
Number of new HIV infections,Europe,Ireland,2021,,200
Number of new HIV infections,Europe,Lithuania,2021,,200
Number of new HIV infections,Europe,Serbia,2021,,200
Number of new HIV infections,Europe,Netherlands (Kingdom of the),2021,,500
Number of new HIV infections,Africa,Cabo Verde,2021,,500
Number of new HIV infections,Africa,Eritrea,2021,,500
Number of new HIV infections,Europe,Israel,2021,,500
Number of new HIV infections,Africa,Mauritania,2021,,500
Number of new HIV infections,Western Pacific,Singapore,2021,,500
Number of new HIV infections,Europe,Switzerland,2021,,500
Number of new HIV infections,Eastern Mediterranean,Djibouti,2021,,500
Number of new HIV infections,Western Pacific,Fiji,2021,,500
Number of new HIV infections,Western Pacific,Australia,2021,,500
Number of new HIV infections,Europe,Latvia,2021,,500
Number of new HIV infections,Eastern Mediterranean,Lebanon,2021,,500
Number of new HIV infections,South-East Asia,Sri Lanka,2021,,500
Number of new HIV infections,Americas,Suriname,2021,,500
Number of new HIV infections,Europe,Romania,2021,,500
Number of new HIV infections,Europe,Azerbaijan,2021,,500
Number of new HIV infections,Africa,Congo,2021,,10000
Number of new HIV infections,Africa,Mauritius,2021,,1000
Number of new HIV infections,Eastern Mediterranean,Morocco,2021,,1000
Number of new HIV infections,Africa,Ethiopia,2021,,11000
Number of new HIV infections,Africa,Cote d'Ivoire,2021,,11000
Number of new HIV infections,South-East Asia,Myanmar,2021,,11000
Number of new HIV infections,Africa,Mozambique,2021,,110000
Number of new HIV infections,South-East Asia,Bangladesh,2021,,1100
Number of new HIV infections,Africa,Liberia,2021,,1100
Number of new HIV infections,Americas,Colombia,2021,,13000
Number of new HIV infections,Western Pacific,Lao People's Democratic Republic,2021,,1300
Number of new HIV infections,Americas,Paraguay,2021,,1300
Number of new HIV infections,Africa,Guinea-Bissau,2021,,1300
Number of new HIV infections,Americas,Jamaica,2021,,1300
Number of new HIV infections,Eastern Mediterranean,Afghanistan,2021,,1400
Number of new HIV infections,Western Pacific,Cambodia,2021,,1400
Number of new HIV infections,Africa,Malawi,2021,,15000
Number of new HIV infections,Africa,Niger,2021,,1500
Number of new HIV infections,Americas,Panama,2021,,1500
Number of new HIV infections,Americas,Guatemala,2021,,1500
Number of new HIV infections,Eastern Mediterranean,Yemen,2021,,1500
Number of new HIV infections,Africa,South Africa,2021,,160000
Number of new HIV infections,Africa,Gambia,2021,,1700
Number of new HIV infections,Africa,Benin,2021,,1700
Number of new HIV infections,Africa,Zimbabwe,2021,,18000
Number of new HIV infections,Africa,Angola,2021,,18000
Number of new HIV infections,Europe,Germany,2021,,1800
Number of new HIV infections,Africa,Burundi,2021,,1800
Number of new HIV infections,Africa,Algeria,2021,,1800
Number of new HIV infections,Africa,Ghana,2021,,19000
Number of new HIV infections,Americas,Bolivia (Plurinational State of),2021,,1900
Number of new HIV infections,Africa,Senegal,2021,,1900
Number of new HIV infections,Americas,Mexico,2021,,20000
Number of new HIV infections,Europe,Italy,2021,,2000
Number of new HIV infections,Americas,Cuba,2021,,2000
Number of new HIV infections,Africa,Burkina Faso,2021,,2100
Number of new HIV infections,Western Pacific,Philippines,2021,,22000
Number of new HIV infections,Africa,Gabon,2021,,2200
Number of new HIV infections,Americas,Ecuador,2021,,2200
Number of new HIV infections,Europe,Kazakhstan,2021,,2200
Number of new HIV infections,Africa,Democratic Republic of the Congo,2021,,23000
Number of new HIV infections,Eastern Mediterranean,Iran (Islamic Republic of),2021,,2300
Number of new HIV infections,Africa,Kenya,2021,,25000
Number of new HIV infections,Africa,Togo,2021,,2700
Number of new HIV infections,Europe,Spain,2021,,3000
Number of new HIV infections,South-East Asia,Indonesia,2021,,31000
Number of new HIV infections,Western Pacific,Malaysia,2021,,3100
Number of new HIV infections,Africa,Zambia,2021,,36000
Number of new HIV infections,Europe,Uzbekistan,2021,,3600
Number of new HIV infections,Africa,Rwanda,2021,,3800
Number of new HIV infections,Americas,Chile,2021,,4000
Number of new HIV infections,Africa,Uganda,2021,,45000
Number of new HIV infections,Africa,Sierra Leone,2021,,4600
Number of new HIV infections,Africa,Eswatini,2021,,4600
Number of new HIV infections,Americas,Dominican Republic,2021,,4700
Number of new HIV infections,Eastern Mediterranean,Sudan,2021,,4700
Number of new HIV infections,Americas,Argentina,2021,,4700
Number of new HIV infections,Eastern Mediterranean,Egypt,2021,,4800
Number of new HIV infections,Africa,Chad,2021,,4900
Number of new HIV infections,Americas,Brazil,2021,,50000
Number of new HIV infections,Africa,Botswana,2021,,5200
Number of new HIV infections,Europe,Armenia,2021,,530
Number of new HIV infections,Europe,Tajikistan,2021,,530
Number of new HIV infections,Americas,Guyana,2021,,550
Number of new HIV infections,Europe,France,2021,,5600
Number of new HIV infections,Europe,Georgia,2021,,570
Number of new HIV infections,Americas,Venezuela (Bolivarian Republic of),2021,,5700
Number of new HIV infections,South-East Asia,Nepal,2021,,580
