indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of pregnant women living with HIV,Europe,Albania,2023,,
Estimated number of pregnant women living with HIV,Europe,Andorra,2023,,
Estimated number of pregnant women living with HIV,Americas,Antigua and Barbuda,2023,,
Estimated number of pregnant women living with HIV,Americas,Argentina,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Australia,2023,,
Estimated number of pregnant women living with HIV,Europe,Austria,2023,,
Estimated number of pregnant women living with HIV,Americas,Bahamas,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Bahrain,2023,,
Estimated number of pregnant women living with HIV,Americas,Barbados,2023,,
Estimated number of pregnant women living with HIV,Europe,Belarus,2023,,
Estimated number of pregnant women living with HIV,Europe,Belgium,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,Bhutan,2023,,
Estimated number of pregnant women living with HIV,Europe,Bosnia and Herzegovina,2023,,
Estimated number of pregnant women living with HIV,Americas,Brazil,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Brunei Darussalam,2023,,
Estimated number of pregnant women living with HIV,Europe,Bulgaria,2023,,
Estimated number of pregnant women living with HIV,Africa,Cameroon,2023,,
Estimated number of pregnant women living with HIV,Americas,Canada,2023,,
Estimated number of pregnant women living with HIV,Africa,Central African Republic,2023,,
Estimated number of pregnant women living with HIV,Americas,Chile,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,China,2023,,
Estimated number of pregnant women living with HIV,Americas,Colombia,2023,,
Estimated number of pregnant women living with HIV,Africa,Comoros,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Cook Islands,2023,,
Estimated number of pregnant women living with HIV,Europe,Croatia,2023,,
Estimated number of pregnant women living with HIV,Europe,Cyprus,2023,,
Estimated number of pregnant women living with HIV,Europe,Czechia,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,Democratic People's Republic of Korea,2023,,
Estimated number of pregnant women living with HIV,Europe,Denmark,2023,,
Estimated number of pregnant women living with HIV,Americas,Dominica,2023,,
Estimated number of pregnant women living with HIV,Americas,Dominican Republic,2023,,
Estimated number of pregnant women living with HIV,Africa,Equatorial Guinea,2023,,
Estimated number of pregnant women living with HIV,Europe,Estonia,2023,,
Estimated number of pregnant women living with HIV,Europe,Finland,2023,,
Estimated number of pregnant women living with HIV,Europe,France,2023,,
Estimated number of pregnant women living with HIV,Europe,Germany,2023,,
Estimated number of pregnant women living with HIV,Europe,Greece,2023,,
Estimated number of pregnant women living with HIV,Americas,Grenada,2023,,
Estimated number of pregnant women living with HIV,Europe,Hungary,2023,,
Estimated number of pregnant women living with HIV,Europe,Iceland,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,India,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iraq,2023,,
Estimated number of pregnant women living with HIV,Europe,Ireland,2023,,
Estimated number of pregnant women living with HIV,Europe,Israel,2023,,
Estimated number of pregnant women living with HIV,Europe,Italy,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Japan,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Jordan,2023,,
Estimated number of pregnant women living with HIV,Europe,Kazakhstan,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Kiribati,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Kuwait,2023,,
Estimated number of pregnant women living with HIV,Europe,Latvia,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Lebanon,2023,,
Estimated number of pregnant women living with HIV,Europe,Lithuania,2023,,
Estimated number of pregnant women living with HIV,Europe,Luxembourg,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,Maldives,2023,,
Estimated number of pregnant women living with HIV,Europe,Malta,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Marshall Islands,2023,,
Estimated number of pregnant women living with HIV,Americas,Mexico,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Micronesia (Federated States of),2023,,
Estimated number of pregnant women living with HIV,Europe,Monaco,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Mongolia,2023,,
Estimated number of pregnant women living with HIV,Europe,Montenegro,2023,,
Estimated number of pregnant women living with HIV,Africa,Namibia,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Nauru,2023,,
Estimated number of pregnant women living with HIV,Europe,Netherlands (Kingdom of the),2023,,
Estimated number of pregnant women living with HIV,Western Pacific,New Zealand,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Niue,2023,,
Estimated number of pregnant women living with HIV,Europe,North Macedonia,2023,,
Estimated number of pregnant women living with HIV,Europe,Norway,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Oman,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Palau,2023,,
Estimated number of pregnant women living with HIV,Americas,Peru,2023,,
Estimated number of pregnant women living with HIV,Europe,Poland,2023,,
Estimated number of pregnant women living with HIV,Europe,Portugal,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Qatar,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Republic of Korea,2023,,
Estimated number of pregnant women living with HIV,Europe,Russian Federation,2023,,
Estimated number of pregnant women living with HIV,Americas,Saint Kitts and Nevis,2023,,
Estimated number of pregnant women living with HIV,Americas,Saint Lucia,2023,,
Estimated number of pregnant women living with HIV,Americas,Saint Vincent and the Grenadines,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Samoa,2023,,
Estimated number of pregnant women living with HIV,Europe,San Marino,2023,,
Estimated number of pregnant women living with HIV,Africa,Sao Tome and Principe,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Saudi Arabia,2023,,
Estimated number of pregnant women living with HIV,Europe,Serbia,2023,,
Estimated number of pregnant women living with HIV,Africa,Seychelles,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Singapore,2023,,
Estimated number of pregnant women living with HIV,Europe,Slovakia,2023,,
Estimated number of pregnant women living with HIV,Europe,Slovenia,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Solomon Islands,2023,,
Estimated number of pregnant women living with HIV,Europe,Spain,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,Sri Lanka,2023,,
Estimated number of pregnant women living with HIV,Europe,Sweden,2023,,
Estimated number of pregnant women living with HIV,Europe,Switzerland,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Syrian Arab Republic,2023,,
Estimated number of pregnant women living with HIV,Europe,Türkiye,2023,,
Estimated number of pregnant women living with HIV,South-East Asia,Timor-Leste,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Tonga,2023,,
Estimated number of pregnant women living with HIV,Americas,Trinidad and Tobago,2023,,
Estimated number of pregnant women living with HIV,Europe,Turkmenistan,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Tuvalu,2023,,
Estimated number of pregnant women living with HIV,Europe,Ukraine,2023,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,United Arab Emirates,2023,,
Estimated number of pregnant women living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2023,,
Estimated number of pregnant women living with HIV,Americas,United States of America,2023,,
Estimated number of pregnant women living with HIV,Americas,Uruguay,2023,,
Estimated number of pregnant women living with HIV,Western Pacific,Vanuatu,2023,,
