indicator,parentlocation,location,period,dim1,factvaluenumeric
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Fiji,2015,,14
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Nepal,2015,,145
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Barbados,2015,,15
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Cuba,2015,,157
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Guinea-Bissau,2015,,1571
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,El Salvador,2015,,158
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Mauritania,2015,,161
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Gabon,2015,,1665
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Guyana,2015,,167
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Tajikistan,2015,,167
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Viet Nam,2015,,1692
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Morocco,2015,,171
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Paraguay,2015,,173
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Honduras,2015,,175
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Republic of Moldova,2015,,175
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Cote d'Ivoire,2015,,17711
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bhutan,2015,,18
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Tunisia,2015,,18
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Ethiopia,2015,,18972
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Singapore,2015,,19
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Panama,2015,,191
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Guatemala,2015,,197
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Mongolia,2015,,2
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Syrian Arab Republic,2015,,2
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Pakistan,2015,,206
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bangladesh,2015,,21
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Mali,2015,,2665
